,nombre,categoria,direccion_completa,barrio,comuna
2099,PALERMO VIEJO,RESTAURANTE,THAMES 2319,Palermo,Comuna 14
2100,PALO ALTO SALOON,RESTAURANTE,RIVADAVIA AV. 10699,Liniers,Comuna 9
2101,PALOKO BOWLING BELGRANO,,CABILDO AV. 450,Colegiales,Comuna 13
2102,PALO MARIA,RESTAURANTE,GODOY CRUZ 2850,Palermo,Comuna 14
2103,PAMPA,RESTAURANTE,HONDURAS 5143,Palermo,Comuna 14
2104,PAN & ANTOJOS,RESTAURANTE,PUEYRREDON AV. 1799,Recoleta,Comuna 2
2105,PANCHAZO,CONFITERIA,CASEROS AV. 3201,Parque Patricios,Comuna 4
2106,PANCHO 95,RESTAURANTE,"JUSTO, JUAN B. AV. 9202",Liniers,Comuna 9
2107,PANCHOS 95,RESTAURANTE,"JUSTO, JUAN B. AV. 6085",Villa Santa Rita,Comuna 11
2108,PANCHOS 95,CAFE,"MONTES DE OCA, MANUEL 95",Barracas,Comuna 4
2109,PANCHO T,RESTAURANTE,LAVALLE 717,San Nicolas,Comuna 1
2110,PANCITOS,CAFE,"ALBERDI, JUAN BAUTISTA AV. 2901",Flores,Comuna 7
2111,PANE E VINO,RESTAURANTE,"LOPEZ, VICENTE 2036",Recoleta,Comuna 2
2112,PANES Y DELICIAS,RESTAURANTE,"ANCHORENA, TOMAS MANUEL DE, DR. 1372",Recoleta,Comuna 2
2113,PANINI,CAFE,LARREA 1010,Recoleta,Comuna 2
2114,PANINI,RESTAURANTE,DEL LIBERTADOR AV. 1002,Recoleta,Comuna 2
2115,PANINI CAFE,RESTAURANTE,BULNES 2776,Palermo,Comuna 14
